Hex,レジ番号,所属国,時刻,現在緯度,現在経度,出発予測緯度,出発予測経度,到着予測緯度,到着予測経度
89804c,P2-ANW,パプアニューギニア,2026-08-15 02:38:30,Moree Airport (MRZ / YMOR),-29.1517,149.2645
c87f01,NZ7572,ニュージーランド,2026-08-15 03:21:53,Hamilton International Airport (HLZ / NZHN),-37.9157,174.9973
0ac3a8,FAC0001,コロンビア,2026-08-15 03:59:31,Santa Ana Airport (CRC / SKGO),5.214,-76.0738
89804c,P2-ANW,パプアニューギニア,2026-08-15 03:59:31,Hamilton Island Airport (HTI / YBHM),-19.0959,148.745
0ac3a8,FAC0001,コロンビア,2026-08-15 04:39:19,Rafael Nuñez International Airport (CTG / SKCG),10.0452,-75.0567
8953c7,V8-MHB,ブルネイ,2026-08-15 04:39:19,Dawei Airport (TVY / VYDW),15.3078,97.7764
8953c7,V8-MHB,ブルネイ,2026-08-15 05:02:07,Yangon International Airport (RGN / VYYY),16.7086,94.973
468111,273,ギリシャ,2026-08-15 05:02:07,Elefsis Air Base (--- / LGEL),38.164,23.7554
8953c7,V8-MHB,ブルネイ,2026-08-15 05:33:58,Sittwe Airport (AKY / VYSW),19.2223,91.5827
468111,273,ギリシャ,2026-08-15 05:33:58,Thessaloniki Macedonia International Airport (SKG / LGTS),40.5138,22.9728
800c01,K7066,インド,2026-08-15 05:33:58,Navi Mumbai International Airport (NMI / IN-0276),18.8953,72.952
8953c7,V8-MHB,ブルネイ,2026-08-15 05:56:06,Netaji Subhash Chandra Bose International Airport (CCU / VECC),21.1399,89.2375
407a3f,G-GBNI,イギリス,2026-08-15 06:34:36,Brighton City Airport (ESH / EGKA),50.7572,-0.6316
498422,2801,チェコ,2026-08-15 06:34:36,Náměšť Air Base (--- / LKNA),49.3319,16.0807
800c01,K7066,インド,2026-08-15 06:34:36,Kishangarh Airport Ajmer (KQH / VIKG),25.9781,74.9178
407a3f,G-GBNI,イギリス,2026-08-15 07:09:18,Châteauroux Déols airport (CHR / LFLX),46.7046,1.1927
8953c7,V8-MHB,ブルネイ,2026-08-15 07:09:18,Chaudhary Charan Singh International Airport (LKO / VILK),27.2206,80.287
800c01,K7066,インド,2026-08-15 07:09:18,Moradabad Airport (MZS / VIMB),28.3231,78.5839
407a3f,G-GBNI,イギリス,2026-08-15 07:43:06,Pirineus - la Seu d'Urgel Airport (LEU / LESU),42.593,1.9722
498422,2801,チェコ,2026-08-15 07:43:06,Katowice Wojciech Korfanty International Airport (KTW / EPKT),50.5738,19.7086
8953c7,V8-MHB,ブルネイ,2026-08-15 07:43:06,Maharaja Agrasen International Airport (HSS / VIHR),28.7095,75.4243
407a3f,G-GBNI,イギリス,2026-08-15 08:01:10,Palma de Mallorca Airport (PMI / LEPA),40.3857,2.263
498422,2801,チェコ,2026-08-15 08:01:10,Warsaw Modlin Airport (WMI / EPMO),52.1837,20.4999
8953e3,V8-BKH,ブルネイ,2026-08-15 08:01:10,Sydney Kingsford Smith International Airport (SYD / YSSY),-33.9358,151.1902
8953c7,V8-MHB,ブルネイ,2026-08-15 08:01:10,Nal Airport (BKB / VIBK),28.5213,73.0693
030012,OK1,ボツワナ,2026-08-15 08:39:27,Vereeniging Airport (--- / FAVV),-27.0942,28.0404
4d403f,3A-MGA,モナコ,2026-08-15 08:39:27,Nice-Côte d'Azur Airport (NCE / LFMN),43.7209,7.303
8953e3,V8-BKH,ブルネイ,2026-08-15 08:39:27,Mudgee Airport (DGE / YMDG),-32.5882,149.654
498421,3085,チェコ,2026-08-15 09:01:47,Náměšť Air Base (--- / LKNA),49.5043,15.6464
354556,T.22-2,スペイン,2026-08-15 09:01:47,Adolfo Suárez Madrid–Barajas Airport (MAD / LEMD),40.4886,-3.5725
48d960,0001,ポーランド,2026-08-15 09:01:47,Warsaw Chopin Airport (WAW / EPWA),52.4153,21.0801
477ff5,605,ハンガリー,2026-08-15 09:01:47,Kecskemét Air Base (--- / LHKE),46.768,20.0735
477ff6,606,ハンガリー,2026-08-15 09:01:47,Kecskemét Air Base (--- / LHKE),46.7907,20.094
4d403f,3A-MGA,モナコ,2026-08-15 09:01:47,Ambérieu Air Base (BA 278) (--- / LFXA),46.0472,5.1688
8953e3,V8-BKH,ブルネイ,2026-08-15 09:01:47,Walgett Airport (WGE / YWLG),-30.1609,147.7471
800c01,K7066,インド,2026-08-15 09:01:47,Indira Gandhi International Airport (DEL / VIDP),28.2253,77.2159
498421,3085,チェコ,2026-08-15 09:35:04,Szolnok Air Base (--- / LHSN),47.0294,20.8274
354556,T.22-2,スペイン,2026-08-15 09:35:04,Madrid–Torrejón Airport / Torrejón Air Base (TOJ / LETO),40.5833,-3.3385
48d960,0001,ポーランド,2026-08-15 09:35:04,Olsztyn-Mazury Airport (SZY / EPSY),53.3908,21.4131
477ff5,605,ハンガリー,2026-08-15 09:35:04,Kecskemét Air Base (--- / LHKE),46.7486,20.0686
477ff6,606,ハンガリー,2026-08-15 09:35:04,Kecskemét Air Base (--- / LHKE),46.7957,20.0989
4d403f,3A-MGA,モナコ,2026-08-15 09:35:04,Chalons Vatry airport (XCR / LFOK),49.3116,3.9047
800c01,K7066,インド,2026-08-15 09:35:04,Kota Airport (KTU / VIKO),25.2903,75.1976
407a3f,G-GBNI,イギリス,2026-08-15 09:54:36,Ibiza Airport (IBZ / LEIB),38.9006,1.5015
498421,3085,チェコ,2026-08-15 09:54:36,Sibiu International Airport (SBZ / LRSB),45.7375,23.9692
48d960,0001,ポーランド,2026-08-15 09:54:36,Olsztyn-Mazury Airport (SZY / EPSY),53.4321,21.4693
477ff5,605,ハンガリー,2026-08-15 09:54:36,Kecskemét Air Base (--- / LHKE),46.8204,20.1381
477ff6,606,ハンガリー,2026-08-15 09:54:36,Kecskemét Air Base (--- / LHKE),46.7937,20.1629
407a3f,G-GBNI,イギリス,2026-08-15 10:16:57,Reus Airport (REU / LERS),41.3752,1.168
0200cc,CN-MVI,モロッコ,2026-08-15 10:16:57,Sania Ramel Airport (TTU / GMTN),35.5365,-4.6109
498421,3085,チェコ,2026-08-15 10:16:57,Feteşti Borcea Air Base (--- / LR80),44.3601,27.2039
48d981,0112,ポーランド,2026-08-15 10:16:57,Warsaw Modlin Airport (WMI / EPMO),52.8188,20.9938
48d960,0001,ポーランド,2026-08-15 10:16:57,Warsaw Modlin Airport (WMI / EPMO),52.7887,20.9615
477ff5,605,ハンガリー,2026-08-15 10:16:57,Kecskemét Air Base (--- / LHKE),46.7922,20.0814
477ff6,606,ハンガリー,2026-08-15 10:16:57,Kecskemét Air Base (--- / LHKE),46.8497,19.8916
407a3f,G-GBNI,イギリス,2026-08-15 10:43:24,Bergerac Dordogne-Périgord airport (EGC / LFBE),44.7289,0.0545
498421,3085,チェコ,2026-08-15 10:43:24,Feteşti Borcea Air Base (--- / LR80),44.3601,27.2039
48d981,0112,ポーランド,2026-08-15 10:43:24,Minsk Mazowiecki Military Air Base (--- / EPMM),52.0012,22.1783
48d960,0001,ポーランド,2026-08-15 10:43:24,Deblin Military Air Base (--- / EPDE),51.8841,22.0956
407a3f,G-GBNI,イギリス,2026-08-15 10:59:51,La Roche-sur-Yon Les Ajoncs Airport (EDM / LFRI),46.8567,-0.6152
48d981,0112,ポーランド,2026-08-15 10:59:51,Warsaw Modlin Airport (WMI / EPMO),52.3422,20.6202
48d960,0001,ポーランド,2026-08-15 10:59:51,Warsaw Chopin Airport (WAW / EPWA),52.2251,20.7548
4d403f,3A-MGA,モナコ,2026-08-15 10:59:51,Charles de Gaulle International Airport (CDG / LFPG),48.9777,2.6849
407a3f,G-GBNI,イギリス,2026-08-15 11:27:29,Brighton City Airport (ESH / EGKA),50.61,-0.7669
498421,3085,チェコ,2026-08-15 11:27:29,Trabzon International Airport (TZX / LTCG),41.0767,39.6436
8953c7,V8-MHB,ブルネイ,2026-08-15 11:27:29,Dollyar Air Base (--- / UG11),40.5967,45.6286
407a3f,G-GBNI,イギリス,2026-08-15 11:45:49,Cambridge City Airport (CBG / EGSC),52.0886,0.3533
885336,HS-TYV,タイ王国,2026-08-15 11:45:49,Munich Airport (MUC / EDDM),48.348,11.7736
498421,3085,チェコ,2026-08-15 11:45:49,Alexander Kartveli Batumi International Airport (BUS / UGSB),41.7188,41.4321
8953c7,V8-MHB,ブルネイ,2026-08-15 11:45:49,Kars Airport (KSY / LTCF),40.8851,42.8537
800c01,K7066,インド,2026-08-15 11:45:49,Navi Mumbai International Airport (NMI / IN-0276),18.6357,73.0517
407a3f,G-GBNI,イギリス,2026-08-15 11:59:15,London Stansted Airport (STN / EGSS),51.8762,0.2216
8953c7,V8-MHB,ブルネイ,2026-08-15 11:59:15,Rize–Artvin Airport (RZV / LTFO),40.9667,40.8191
885336,HS-TYV,タイ王国,2026-08-15 12:50:54,Linz-Hörsching Airport (LNZ / LOWL),47.9423,15.0287
885336,HS-TYV,タイ王国,2026-08-15 13:20:22,Kecskemét Air Base (--- / LHKE),46.4869,20.3775
498421,3085,チェコ,2026-08-15 13:20:22,Rize–Artvin Airport (RZV / LTFO),41.6257,40.8746
8953c7,V8-MHB,ブルネイ,2026-08-15 13:20:22,İstanbul Airport (IST / LTFM),41.1572,28.4716
468111,273,ギリシャ,2026-08-15 13:20:22,Skiathos Island National Airport (JSI / LGSK),39.5422,23.2817
407a3f,G-GBNI,イギリス,2026-08-15 13:47:48,London Southend Airport (SEN / EGMC),51.7689,1.0712
885336,HS-TYV,タイ王国,2026-08-15 13:47:48,Brașov-Ghimbav International Airport (GHV / LRBV),45.0203,25.2032
498421,3085,チェコ,2026-08-15 13:47:48,Rize–Artvin Airport (RZV / LTFO),41.5995,40.6676
8953c7,V8-MHB,ブルネイ,2026-08-15 13:47:48,Kavala Alexander the Great International Airport (KVA / LGKV),40.7477,23.9598
468111,273,ギリシャ,2026-08-15 13:47:48,Elefsis Air Base (--- / LGEL),37.7156,23.341
800c01,K7066,インド,2026-08-15 13:47:48,Navi Mumbai International Airport (NMI / IN-0276),19.008,73.335
407a3f,G-GBNI,イギリス,2026-08-15 14:02:24,Kortrijk-Wevelgem International Airport (KJK / EBKT),50.7787,3.2091
885336,HS-TYV,タイ王国,2026-08-15 14:02:24,Feteşti Borcea Air Base (--- / LR80),44.1667,27.5921
8953c7,V8-MHB,ブルネイ,2026-08-15 14:02:24,Kozani National Airport Filippos (KZI / LGKZ),40.6737,21.5411
468111,273,ギリシャ,2026-08-15 14:02:24,Elefsis Air Base (--- / LGEL),37.9934,23.5554
407a3f,G-GBNI,イギリス,2026-08-15 14:32:31,Karlsruhe Baden-Baden Airport (FKB / EDSB),48.8787,8.5854
885336,HS-TYV,タイ王国,2026-08-15 14:32:31,Zonguldak Çaycuma Airport (ONQ / LTAS),42.5218,32.2454
8953c7,V8-MHB,ブルネイ,2026-08-15 14:32:31,Bari Karol Wojtyła International Airport (BRI / LIBD),40.9444,16.5747
407a3f,G-GBNI,イギリス,2026-08-15 14:53:55,Bolzano Airport (BZO / LIPB),46.7355,11.0661
885336,HS-TYV,タイ王国,2026-08-15 14:53:55,Samsun-Çarşamba Airport (SZF / LTFH),42.1377,36.8367
498421,3085,チェコ,2026-08-15 14:53:55,Bucharest Băneasa Aurel Vlaicu International Airport (BBU / LRBS),44.4556,26.832
8953e3,V8-BKH,ブルネイ,2026-08-15 14:53:55,Limbang Airport (LMN / WBGJ),4.6316,114.84
407a3f,G-GBNI,イギリス,2026-08-15 15:12:56,Pula Airport (PUY / LDPL),44.9995,13.5668
885336,HS-TYV,タイ王国,2026-08-15 15:12:56,Rize–Artvin Airport (RZV / LTFO),41.7876,40.6587
498421,3085,チェコ,2026-08-15 15:12:56,Sibiu International Airport (SBZ / LRSB),45.8447,24.0508
407a3f,G-GBNI,イギリス,2026-08-15 15:35:39,Split Saint Jerome Airport (SPU / LDSP),43.5622,15.6069
885336,HS-TYV,タイ王国,2026-08-15 15:35:39,Tbilisi Marneuli Air Base (--- / UG22),41.3005,45.0381
498422,2801,チェコ,2026-08-15 15:35:39,Katowice Wojciech Korfanty International Airport (KTW / EPKT),50.6525,19.3557
498421,3085,チェコ,2026-08-15 15:35:39,Szolnok Air Base (--- / LHSN),47.5192,20.718
885336,HS-TYV,タイ王国,2026-08-15 15:53:15,Kyurdamir Air Base (--- / UB14),40.686,48.4382
498422,2801,チェコ,2026-08-15 15:53:15,Přerov Air Base (PRV / LKPO),49.2877,17.2821
498421,3085,チェコ,2026-08-15 15:53:15,Piešťany Airport (PZY / LZPP),48.6767,17.9525
498421,3085,チェコ,2026-08-15 16:12:56,Čáslav Air Base (--- / LKCV),49.7065,15.0622
498422,2801,チェコ,2026-08-15 16:42:43,Čáslav Air Base (--- / LKCV),49.5382,15.7001
505c06,OM-BYA,スロバキア,2026-08-15 17:01:04,M. R. Štefánik Airport (BTS / LZIB),48.1973,17.7131
498422,2801,チェコ,2026-08-15 17:01:04,Prague–Kbely Air Base (--- / LKKB),50.1205,14.5321
407a3f,G-GBNI,イギリス,2026-08-15 17:28:47,Pula Airport (PUY / LDPL),44.9588,14.0841
505c06,OM-BYA,スロバキア,2026-08-15 17:28:47,Piešťany Airport (PZY / LZPP),48.2871,18.3823
407a3f,G-GBNI,イギリス,2026-08-15 17:48:46,Bolzano Airport (BZO / LIPB),46.691,11.7578
407a3f,G-GBNI,イギリス,2026-08-15 18:01:07,Sankt Gallen Altenrhein Airport (ACH / LSZR),47.5632,10.0995
407a3f,G-GBNI,イギリス,2026-08-15 18:40:57,Beauvechain Air Base (--- / EBBE),50.8437,4.66
407a3f,G-GBNI,イギリス,2026-08-15 19:03:12,Wattisham Airfield (--- / EGUW),51.9548,1.2876
c87f01,NZ7572,ニュージーランド,2026-08-15 21:53:42,Wanganui Airport (WAG / NZWU),-40.3826,173.8821
885336,HS-TYV,タイ王国,2026-08-15 22:56:48,Luang Phabang International Airport (LPQ / VLLB),20.6408,101.4713
885336,HS-TYV,タイ王国,2026-08-15 23:19:49,Loei Airport (LOE / VTUL),17.5717,101.3333
885336,HS-TYV,タイ王国,2026-08-15 23:39:24,Takhli Royal Thai Air Force Base (TKH / VTPI),15.3835,100.7023
885336,HS-TYV,タイ王国,2026-08-15 23:55:42,Don Mueang International Airport (DMK / VTBD),13.9784,100.6417
c87f01,NZ7572,ニュージーランド,2026-08-16 02:33:39,Parkes Airport (PKE / YPKS),-33.2328,148.1672
7cfa93,A62-001,オーストラリア,2026-08-16 04:09:34,Sydney Bankstown Airport (BWU / YSBK),-33.9124,150.9953
7cfa93,A62-001,オーストラリア,2026-08-16 06:03:48,Sydney Kingsford Smith International Airport (SYD / YSSY),-33.936,151.188
407a3f,G-GBNI,イギリス,2026-08-16 06:54:58,Lille Airport (LIL / LFQQ),50.7043,3.005
800c01,K7066,インド,2026-08-16 06:54:58,Vadodara International Airport (BDQ / VABO),22.7148,73.3886
407a3f,G-GBNI,イギリス,2026-08-16 07:26:47,EuroAirport Basel–Mulhouse–Freiburg (BSL / LFSB),47.7934,7.4997
894082,A9C-HMH,バーレーン,2026-08-16 07:26:47,Jubail Airport (--- / OEJB),26.9454,49.5774
800c01,K7066,インド,2026-08-16 07:26:47,Kota Airport (KTU / VIKO),25.7987,75.7874
407a3f,G-GBNI,イギリス,2026-08-16 07:54:11,Piacenza San Damiano Air Base (--- / LIMS),44.7319,9.7854
407a3f,G-GBNI,イギリス,2026-08-16 08:20:19,Viterbo Airport (--- / LIRV),42.1383,11.702
894082,A9C-HMH,バーレーン,2026-08-16 08:51:55,King Feisal Air Base (--- / JO-0002),29.7443,36.6785
894082,A9C-HMH,バーレーン,2026-08-16 09:14:35,Queen Alia International Airport (AMM / OJAI),31.7407,36.1631
800c01,K7066,インド,2026-08-16 09:45:04,Jaipur International Airport (JAI / VIJP),26.3194,76.3041
407a3f,G-GBNI,イギリス,2026-08-16 10:33:09,Marina di Campo Airport (EBA / LIRJ),43.1902,10.1468
407a3f,G-GBNI,イギリス,2026-08-16 10:53:51,Cameri Air Base (--- / LIMN),45.3885,8.4209
800c01,K7066,インド,2026-08-16 10:53:51,Navi Mumbai International Airport (NMI / IN-0276),19.0128,73.3077
407a3f,G-GBNI,イギリス,2026-08-16 11:12:50,Dole Tavaux Airport (DLE / LFGJ),46.8949,5.9998
407a3f,G-GBNI,イギリス,2026-08-16 11:34:33,Melun-Villaroche Airfield (--- / LFPM),48.7645,3.4142
407a3f,G-GBNI,イギリス,2026-08-16 11:52:51,Le Touquet-Côte d'Opale Airport (LTQ / LFAT),50.2967,1.1087
407a3f,G-GBNI,イギリス,2026-08-16 12:18:01,London Stansted Airport (STN / EGSS),52.0378,0.3974
894014,A9C-HMK,バーレーン,2026-08-16 12:18:01,Chania International Airport (CHQ / LGSA),34.9206,23.5938
800c01,K7066,インド,2026-08-16 12:18:01,Navi Mumbai International Airport (NMI / IN-0276),18.5608,73.091
894014,A9C-HMK,バーレーン,2026-08-16 13:05:01,Crotone Sant'Anna Pythagoras Airport (CRV / LIBC),38.3282,17.4087
e483bb,FAB2591,ブラジル,2026-08-16 13:05:01,Campo de Marte Airport (RTE / SBMT),-23.5225,-46.9016
20103f,V5-GON,ナミビア,2026-08-16 13:05:01,Mmabatho International Airport (MBD / FAMM),-25.8974,26.0396
894014,A9C-HMK,バーレーン,2026-08-16 13:40:20,Latina Air Base (--- / LIRL),41.1577,12.723
0ac3a8,FAC0001,コロンビア,2026-08-16 13:58:51,Baracoa Airport (MGN / SKMG),8.963,-74.9774
894014,A9C-HMK,バーレーン,2026-08-16 13:58:51,Marina di Campo Airport (EBA / LIRJ),42.694,10.0816
407a3f,G-GBNI,イギリス,2026-08-16 14:28:36,Koksijde Air Base (--- / EBFN),51.1216,2.6756
0ac3a8,FAC0001,コロンビア,2026-08-16 14:28:36,La Nubia Airport (MZL / SKMZ),5.5602,-75.6497
894014,A9C-HMK,バーレーン,2026-08-16 14:28:36,Nice-Côte d'Azur Airport (NCE / LFMN),43.6579,7.2093
800c01,K7066,インド,2026-08-16 14:28:36,Navi Mumbai International Airport (NMI / IN-0276),18.9892,73.1012
407a3f,G-GBNI,イギリス,2026-08-16 14:51:01,Spangdahlem Air Base (SPM / ETAD),49.6501,6.916
407a3f,G-GBNI,イギリス,2026-08-16 15:08:23,Mengen-Hohentengen Airfield (--- / EDTM),48.0894,9.4895
407a3f,G-GBNI,イギリス,2026-08-16 15:34:21,Venice Marco Polo Airport (VCE / LIPZ),45.3926,12.4117
510055,EW-301PJ,ベラルーシ,2026-08-16 15:34:21,Minsk National Airport (MSQ / UMMS),53.9986,28.4008
407a3f,G-GBNI,イギリス,2026-08-16 15:53:32,Zadar Airport (ZAD / LDZD),43.4628,14.685
407a3f,G-GBNI,イギリス,2026-08-16 16:14:27,Bari Karol Wojtyła International Airport (BRI / LIBD),41.1703,16.7589
0d088c,3910,メキシコ,2026-08-16 16:14:27,Felipe Ángeles International Airport (NLU / MMSM),20.3923,-98.8192
407a3f,G-GBNI,イギリス,2026-08-16 16:44:27,Kefallinia Airport (EFL / LGKF),38.1061,19.9769
e483ba,FAB2590,ブラジル,2026-08-16 16:44:27,Romeu Zema Airport (AAX / SBAX),-19.9184,-47.0401
407a3f,G-GBNI,イギリス,2026-08-16 17:02:30,Zakynthos International Airport Dionysios Solomos (ZTH / LGZA),37.7097,20.8996
e483ba,FAB2590,ブラジル,2026-08-16 17:02:30,Poços de Caldas - Embaixador Walther Moreira Salles Airport (POO / SBPC),-22.047,-46.7169
e483ba,FAB2590,ブラジル,2026-08-16 17:28:48,São Paulo Catarina Executive Airport (JHF / SBJH),-23.4609,-47.0814
e483ba,FAB2590,ブラジル,2026-08-16 17:47:47,Congonhas–Deputado Freitas Nobre Airport (CGH / SBSP),-23.622,-46.6598
e400d9,FAB2101,ブラジル,2026-08-16 17:47:47,Congonhas–Deputado Freitas Nobre Airport (CGH / SBSP),-23.6465,-46.8563
e400d9,FAB2101,ブラジル,2026-08-16 18:00:04,Viracopos International Airport (VCP / SBKP),-22.7444,-47.3457
407a3f,G-GBNI,イギリス,2026-08-16 18:39:27,Aktion National Airport (PVK / LGPZ),38.6222,20.3257
48d980,0110,ポーランド,2026-08-16 18:39:27,Sliač Airport (SLD / LZSL),48.3281,19.8438
407a3f,G-GBNI,イギリス,2026-08-16 19:01:41,Brindisi Airport (BDS / LIBR),40.7614,18.2712
48d980,0110,ポーランド,2026-08-16 19:01:41,Budapest Liszt Ferenc International Airport (BUD / LHBP),47.459,19.2044
407a3f,G-GBNI,イギリス,2026-08-16 19:28:22,Split Saint Jerome Airport (SPU / LDSP),43.308,15.7408
e483bb,FAB2591,ブラジル,2026-08-16 19:28:22,São Paulo Catarina Executive Airport (JHF / SBJH),-23.7445,-47.1144
407a3f,G-GBNI,イギリス,2026-08-16 19:45:49,Pula Airport (PUY / LDPL),44.9092,13.8753
e483bb,FAB2591,ブラジル,2026-08-16 19:45:49,Campo Fontenelle (--- / SBYS),-21.7103,-47.6827
407a3f,G-GBNI,イギリス,2026-08-16 19:58:36,Aviano Air Base (AVB / LIPA),46.0685,12.3983
0d088c,3910,メキシコ,2026-08-16 19:58:36,Mexico City Benito Juárez International Airport (MEX / MMMX),19.4288,-99.0827
e483bb,FAB2591,ブラジル,2026-08-16 19:58:36,Mário de Almeida Franco Airport (UBA / SBUR),-20.0284,-47.927
407a3f,G-GBNI,イギリス,2026-08-16 20:28:15,Stuttgart Airport (STR / EDDS),48.7006,8.9229
e483ba,FAB2590,ブラジル,2026-08-16 20:28:15,Campo Fontenelle (--- / SBYS),-21.8244,-47.4972
407a3f,G-GBNI,イギリス,2026-08-16 20:49:21,Spangdahlem Air Base (SPM / ETAD),50.1658,6.0075
e483ba,FAB2590,ブラジル,2026-08-16 20:49:21,Ten. Cel. Aviador César Bombonato Airport (UDI / SBUL),-19.1745,-48.0278
407a3f,G-GBNI,イギリス,2026-08-16 21:02:19,Brussels Airport (BRU / EBBR),50.9945,4.1723
407a3f,G-GBNI,イギリス,2026-08-16 21:29:58,London Stansted Airport (STN / EGSS),51.8175,0.3071
0ac3a8,FAC0001,コロンビア,2026-08-16 21:29:58,El Caraño Airport (UIB / SKUI),5.6411,-76.3548
0ac3a8,FAC0001,コロンビア,2026-08-16 22:00:17,Las Brujas Airport (CZU / SKCZ),9.2597,-75.2997
c87f01,NZ7572,ニュージーランド,2026-08-16 23:47:52,Darwin International Airport / RAAF Darwin (DRW / YPDN),-12.4723,131.0644
885336,HS-TYV,タイ王国,2026-08-17 02:48:43,U-Tapao–Rayong–Pattaya International Airport (UTP / VTBU),12.2551,101.1282
75026d,9M-NAB,マレーシア,2026-08-17 02:48:43,Sultan Abdul Aziz Shah International Airport (SZB / WMSA),3.5052,101.4054
c87f01,NZ7572,ニュージーランド,2026-08-17 02:48:43,Gold Coast Airport (OOL / YBCG),-27.8509,153.7673
8953e3,V8-BKH,ブルネイ,2026-08-17 03:36:22,Don Mueang International Airport (DMK / VTBD),13.9719,100.6381
800c01,K7066,インド,2026-08-17 04:23:20,Navi Mumbai International Airport (NMI / IN-0276),18.585,73.3614
c87f01,NZ7572,ニュージーランド,2026-08-17 05:05:12,RNZAF Base Auckland-Whenuapai (--- / NZWP),-36.7182,174.7492
4680d1,9A-CRO,クロアチア,2026-08-17 05:05:12,Aktion National Airport (PVK / LGPZ),39.2207,20.6529
516001,4O-MNE,モンテネグロ,2026-08-17 05:46:22,Zagreb Franjo Tuđman International Airport (ZAG / LDZA),45.6054,16.2947
4680d1,9A-CRO,クロアチア,2026-08-17 05:46:22,Amendola Air Base (--- / LIBA),42.198,15.77
516001,4O-MNE,モンテネグロ,2026-08-17 06:22:06,Landshut Airfield (--- / EDML),48.6432,12.2184
4680d1,9A-CRO,クロアチア,2026-08-17 06:22:06,Venice Marco Polo Airport (VCE / LIPZ),45.5553,12.2508
800c01,K7066,インド,2026-08-17 06:22:06,Vadodara International Airport (BDQ / VABO),22.035,73.2915
477ff4,604,ハンガリー,2026-08-17 07:29:01,Kunovice Airport (UHE / LKKU),49.1915,17.3729
70c0b7,A4O-HMS,オマーン,2026-08-17 07:29:01,Sas Al Nakheel Air Base (--- / AE-0221),24.5224,54.5255
43c6f9,ZZ336,イギリス,2026-08-17 07:29:01,Glasgow Prestwick Airport (PIK / EGPK),55.4761,-4.5014
8953e3,V8-BKH,ブルネイ,2026-08-17 07:29:01,Battambang Airport (BBM / VDBG),12.4188,103.4953
800c01,K7066,インド,2026-08-17 07:29:01,Noida International Airport (DXN / IN-0392),28.432,78.2594
477ff4,604,ハンガリー,2026-08-17 08:08:54,Nuremberg Airport (NUE / EDDN),49.1732,10.9394
4b7f4c,T-785,スイス,2026-08-17 08:08:54,Alpnach Air Base (--- / LSMA),46.9973,8.0761
43c6f9,ZZ336,イギリス,2026-08-17 08:08:54,Norwich Airport (NWI / EGSH),53.2644,1.3819
4b7f4c,T-785,スイス,2026-08-17 08:59:13,Bern Airport (BRN / LSZB),46.9103,7.5043
43c6f9,ZZ336,イギリス,2026-08-17 08:59:13,Norwich Airport (NWI / EGSH),53.4135,1.9187
4680d1,9A-CRO,クロアチア,2026-08-17 08:59:13,Marche Airport (AOI / LIPY),43.5839,14.3196
800c01,K7066,インド,2026-08-17 08:59:13,Moradabad Airport (MZS / VIMB),28.6308,78.2408
894016,A9C-HWR,バーレーン,2026-08-17 09:50:23,East Midlands Airport (EMA / EGNX),52.785,-1.4974
477ff4,604,ハンガリー,2026-08-17 09:50:23,Niederstetten Army Air Base (--- / ETHN),49.6556,9.4309
70c0b7,A4O-HMS,オマーン,2026-08-17 09:50:23,Zayed International Airport (AUH / OMAA),24.4444,54.6314
4b7f4c,T-785,スイス,2026-08-17 09:50:23,Kassel Airport (KSF / EDVK),51.4073,9.6375
43c6f9,ZZ336,イギリス,2026-08-17 09:50:23,Newcastle International Airport (NCL / EGNT),55.987,0.3687
4680d1,9A-CRO,クロアチア,2026-08-17 09:50:23,Aktion National Airport (PVK / LGPZ),39.2441,20.563
894016,A9C-HWR,バーレーン,2026-08-17 10:17:50,Barrow Walney Island Airport (BWF / EGNL),54.3414,-2.5591
48d960,0001,ポーランド,2026-08-17 10:17:50,Katowice Wojciech Korfanty International Airport (KTW / EPKT),50.8476,20.0821
477ff4,604,ハンガリー,2026-08-17 10:17:50,České Budějovice South Bohemian Airport (JCL / LKCS),49.2939,15.0711
70c0b7,A4O-HMS,オマーン,2026-08-17 10:17:50,Suhar International Airport (OHS / OOSH),23.8096,56.5859
43c6f9,ZZ336,イギリス,2026-08-17 10:17:50,Newcastle International Airport (NCL / EGNT),55.7726,0.9966
4680d1,9A-CRO,クロアチア,2026-08-17 10:17:50,Elefsis Air Base (--- / LGEL),37.9395,23.5562
894016,A9C-HWR,バーレーン,2026-08-17 10:51:39,Warton Aerodrome (WRT / EGNO),54.0101,-2.815
354556,T.22-2,スペイン,2026-08-17 10:51:39,Madrid–Torrejón Airport / Torrejón Air Base (TOJ / LETO),40.7473,-3.4158
477ff4,604,ハンガリー,2026-08-17 10:51:39,Kecskemét Air Base (--- / LHKE),47.0033,19.5536
43c6f9,ZZ336,イギリス,2026-08-17 10:51:39,Newcastle International Airport (NCL / EGNT),55.7979,0.1085
885336,HS-TYV,タイ王国,2026-08-17 11:12:59,Goulburn Airport (GUL / YGLB),-34.4887,149.8474
894016,A9C-HWR,バーレーン,2026-08-17 11:12:59,Cranfield Airport (--- / EGTC),52.2297,-0.679
354556,T.22-2,スペイン,2026-08-17 11:12:59,Valladolid Airport (VLL / LEVD),41.6694,-4.7922
48d960,0001,ポーランド,2026-08-17 11:12:59,Warsaw Radom Airport (RDO / EPRA),51.6422,20.8895
43c6f9,ZZ336,イギリス,2026-08-17 11:12:59,Newcastle International Airport (NCL / EGNT),55.9577,-0.0139
